page_size	q05_page	nearest_predecessor_member	distance_kernels	observed_in_predecessor
4K	0x7dcc18bfd	33	1	YES
4K	0x7dcc18bfe	33	1	YES
4K	0x7dcc18bff	33	1	YES
4K	0x7dcc18c00	33	1	YES
4K	0x7dcc18c01	33	1	YES
4K	0x7dcc18c02	33	1	YES
4K	0x7dcc18c03	33	1	YES
4K	0x7dcc18c04	33	1	YES
4K	0x7dcc18c05	33	1	YES
4K	0x7dcc18c06	33	1	YES
4K	0x7dcc18c07	33	1	YES
4K	0x7dcc18c08	33	1	YES
4K	0x7dcc18c09	33	1	YES
4K	0x7dcc18c0a	33	1	YES
4K	0x7dcc18c0b	33	1	YES
4K	0x7dcc18c0c	33	1	YES
4K	0x7dcc18c0d	33	1	YES
4K	0x7dcc18c0e	33	1	YES
4K	0x7dcc18c0f	33	1	YES
4K	0x7dcc18c10	33	1	YES
4K	0x7dcc18c11	33	1	YES
4K	0x7dcc18c12	33	1	YES
4K	0x7dcc18c13	33	1	YES
4K	0x7dcc18c14	33	1	YES
4K	0x7dcc18c15	33	1	YES
4K	0x7dcc18c16	33	1	YES
4K	0x7dcc18c17	33	1	YES
4K	0x7dcc18c18	33	1	YES
4K	0x7dcc18c19	33	1	YES
4K	0x7dcc18c1a	33	1	YES
4K	0x7dcc18c1b	33	1	YES
4K	0x7dcc18c1c	33	1	YES
4K	0x7dcc18c1d	33	1	YES
4K	0x7dcc18c1e	33	1	YES
4K	0x7dcc18c1f	33	1	YES
4K	0x7dcc18c20	33	1	YES
4K	0x7dcc18c21	33	1	YES
4K	0x7dcc18c22	33	1	YES
4K	0x7dcc18c23	33	1	YES
4K	0x7dcc18c24	33	1	YES
4K	0x7dcc18c25	33	1	YES
4K	0x7dcc18c26	33	1	YES
4K	0x7dcc18c27	33	1	YES
4K	0x7dcc18c28	33	1	YES
4K	0x7dcc18c29	33	1	YES
4K	0x7dcc18c2a	33	1	YES
4K	0x7dcc18c2b	33	1	YES
4K	0x7dcc18c2c	33	1	YES
4K	0x7dcc18c2d	33	1	YES
4K	0x7dcc18c2e	33	1	YES
4K	0x7dcc18c2f	33	1	YES
4K	0x7dcc18c30	33	1	YES
4K	0x7dcc18c31	33	1	YES
4K	0x7dcc18c32	33	1	YES
4K	0x7dcc18c33	33	1	YES
4K	0x7dcc18c34	33	1	YES
4K	0x7dcc18c35	33	1	YES
4K	0x7dcc18c36	33	1	YES
4K	0x7dcc18c37	33	1	YES
4K	0x7dcc18c38	33	1	YES
4K	0x7dcc18c39	33	1	YES
4K	0x7dcc18c3a	33	1	YES
4K	0x7dcc18c3b	33	1	YES
4K	0x7dcc18c3c	33	1	YES
4K	0x7dcc18c3d	33	1	YES
4K	0x7dcc18c3e	33	1	YES
4K	0x7dcc18c3f	33	1	YES
4K	0x7dcc18c40	33	1	YES
4K	0x7dcc18c41	33	1	YES
4K	0x7dcc18c42	33	1	YES
4K	0x7dcc18c43	33	1	YES
4K	0x7dcc18c44	33	1	YES
4K	0x7dcc18c45	33	1	YES
4K	0x7dcc18c46	33	1	YES
4K	0x7dcc18c47	33	1	YES
4K	0x7dcc18c48	33	1	YES
4K	0x7dcc18c49	33	1	YES
4K	0x7dcc18c4a	33	1	YES
4K	0x7dcc18c4b	33	1	YES
4K	0x7dcc18c4c	33	1	YES
4K	0x7dcc18c4d	33	1	YES
4K	0x7dcc18c4e	33	1	YES
4K	0x7dcc18c4f	33	1	YES
4K	0x7dcc18c50	33	1	YES
4K	0x7dcc18c51	33	1	YES
4K	0x7dcc18c52	33	1	YES
4K	0x7dcc18c53	33	1	YES
4K	0x7dcc18c54	33	1	YES
4K	0x7dcc18c55	33	1	YES
4K	0x7dcc18c56	33	1	YES
4K	0x7dcc18c57	33	1	YES
4K	0x7dcc18c58	33	1	YES
4K	0x7dcc18c59	33	1	YES
4K	0x7dcc18c5a	33	1	YES
4K	0x7dcc18c5b	33	1	YES
4K	0x7dcc18c5c	33	1	YES
4K	0x7dcc18c5d	33	1	YES
4K	0x7dcc18c5e	33	1	YES
4K	0x7dcc18c5f	33	1	YES
4K	0x7dcc18c60	33	1	YES
4K	0x7dcc18c61	33	1	YES
4K	0x7dcc18c62	33	1	YES
4K	0x7dcc18c63	33	1	YES
4K	0x7dcc18c64	33	1	YES
4K	0x7dcc18c65	33	1	YES
4K	0x7dcc18c66	33	1	YES
4K	0x7dcc18c67	33	1	YES
4K	0x7dcc18c68	33	1	YES
4K	0x7dcc18c69	33	1	YES
4K	0x7dcc18c6a	33	1	YES
4K	0x7dcc18c6b	33	1	YES
4K	0x7dcc18c6c	33	1	YES
4K	0x7dcc18c6d	33	1	YES
4K	0x7dcc18c6e	33	1	YES
4K	0x7dcc18c6f	33	1	YES
4K	0x7dcc18c70	33	1	YES
4K	0x7dcc18c71	33	1	YES
4K	0x7dcc18c72	33	1	YES
4K	0x7dcc18c73	33	1	YES
4K	0x7dcc18c74	33	1	YES
4K	0x7dcc18c75	33	1	YES
4K	0x7dcc18c76	33	1	YES
4K	0x7dcc18c77	33	1	YES
4K	0x7dcc18c78	33	1	YES
4K	0x7dcc18c79	33	1	YES
4K	0x7dcc18c7a	33	1	YES
4K	0x7dcc18c7b	33	1	YES
4K	0x7dcc18c7c	33	1	YES
4K	0x7dcc18c7d	33	1	YES
4K	0x7dcc18c7e	33	1	YES
4K	0x7dcc18c7f	33	1	YES
4K	0x7dcc18c80	33	1	YES
4K	0x7dcc18c81	33	1	YES
4K	0x7dcc18c82	33	1	YES
4K	0x7dcc18c83	33	1	YES
4K	0x7dcc18c84	33	1	YES
4K	0x7dcc18c85	33	1	YES
4K	0x7dcc18c86	33	1	YES
4K	0x7dcc18c87	33	1	YES
4K	0x7dcc18c88	33	1	YES
4K	0x7dcc18c89	33	1	YES
4K	0x7dcc18c8a	33	1	YES
4K	0x7dcc18c8b	33	1	YES
4K	0x7dcc18c8c	33	1	YES
4K	0x7dcc18c8d	33	1	YES
4K	0x7dcc18c8e	33	1	YES
4K	0x7dcc18c8f	33	1	YES
4K	0x7dcc18c90	33	1	YES
4K	0x7dcc18c91	33	1	YES
4K	0x7dcc18c92	33	1	YES
4K	0x7dcc18c93	33	1	YES
4K	0x7dcc18c94	33	1	YES
4K	0x7dcc18c95	33	1	YES
4K	0x7dcc18c96	33	1	YES
4K	0x7dcc18c97	33	1	YES
4K	0x7dcc18c98	33	1	YES
4K	0x7dcc18c99	33	1	YES
4K	0x7dcc18c9a	33	1	YES
4K	0x7dcc18c9b	33	1	YES
4K	0x7dcc18c9c	33	1	YES
4K	0x7dcc18c9d	33	1	YES
4K	0x7dcc18c9e	33	1	YES
4K	0x7dcc18c9f	33	1	YES
4K	0x7dcc18ca0	33	1	YES
4K	0x7dcc18ca1	33	1	YES
4K	0x7dcc18ca2	33	1	YES
4K	0x7dcc18ca3	33	1	YES
4K	0x7dcc18ca4	33	1	YES
4K	0x7dcc18ca5	33	1	YES
4K	0x7dcc18ca6	33	1	YES
4K	0x7dcc18ca7	33	1	YES
4K	0x7dcc18ca8	33	1	YES
4K	0x7dcc18ca9	33	1	YES
4K	0x7dcc18caa	33	1	YES
4K	0x7dcc18cab	33	1	YES
4K	0x7dcc18cac	33	1	YES
4K	0x7dcc18cad	33	1	YES
4K	0x7dcc18cae	33	1	YES
4K	0x7dcc18caf	33	1	YES
4K	0x7dcc18cb0	33	1	YES
4K	0x7dcc18cb1	33	1	YES
4K	0x7dcc18cb2	33	1	YES
4K	0x7dcc18cb3	33	1	YES
4K	0x7dcc18cb4	33	1	YES
4K	0x7dcc18cb5	33	1	YES
4K	0x7dcc18cb6	33	1	YES
4K	0x7dcc18cb7	33	1	YES
4K	0x7dcc18cb8	33	1	YES
4K	0x7dcc18cb9	33	1	YES
4K	0x7dcc18cba	33	1	YES
4K	0x7dcc18cbb	33	1	YES
4K	0x7dcc18cbc	33	1	YES
4K	0x7dcc18cbd	33	1	YES
4K	0x7dcc18cbe	33	1	YES
4K	0x7dcc18cbf	33	1	YES
4K	0x7dcc18cc0	33	1	YES
4K	0x7dcc18cc1	33	1	YES
4K	0x7dcc18cc2	33	1	YES
4K	0x7dcc18cc3	33	1	YES
4K	0x7dcc18cc4	33	1	YES
4K	0x7dcc18cc5	33	1	YES
4K	0x7dcc18cc6	33	1	YES
4K	0x7dcc18cc7	33	1	YES
4K	0x7dcc18cc8	33	1	YES
4K	0x7dcc18cc9	33	1	YES
4K	0x7dcc18cca	33	1	YES
4K	0x7dcc18ccb	33	1	YES
4K	0x7dcc18ccc	33	1	YES
4K	0x7dcc18ccd	33	1	YES
4K	0x7dcc18cce	33	1	YES
4K	0x7dcc18ccf	33	1	YES
4K	0x7dcc18cd0	33	1	YES
4K	0x7dcc18cd1	33	1	YES
4K	0x7dcc18cd2	33	1	YES
4K	0x7dcc18cd3	33	1	YES
4K	0x7dcc18cd4	33	1	YES
4K	0x7dcc18cd5	33	1	YES
4K	0x7dcc18cd6	33	1	YES
4K	0x7dcc18cd7	33	1	YES
4K	0x7dcc18cd8	33	1	YES
4K	0x7dcc18cd9	33	1	YES
4K	0x7dcc18cda	33	1	YES
4K	0x7dcc18cdb	33	1	YES
4K	0x7dcc18cdc	33	1	YES
4K	0x7dcc18cdd	33	1	YES
4K	0x7dcc18cde	33	1	YES
4K	0x7dcc18cdf	33	1	YES
4K	0x7dcc18ce0	33	1	YES
4K	0x7dcc18ce1	33	1	YES
4K	0x7dcc18ce2	33	1	YES
4K	0x7dcc18ce3	33	1	YES
4K	0x7dcc18ce4	33	1	YES
4K	0x7dcc18ce5	33	1	YES
4K	0x7dcc18ce6	33	1	YES
4K	0x7dcc18ce7	33	1	YES
4K	0x7dcc18ce8	33	1	YES
4K	0x7dcc18ce9	33	1	YES
4K	0x7dcc18cea	33	1	YES
4K	0x7dcc18ceb	33	1	YES
4K	0x7dcc18cec	33	1	YES
4K	0x7dcc18ced	33	1	YES
4K	0x7dcc18cee	33	1	YES
4K	0x7dcc18cef	33	1	YES
4K	0x7dcc18cf0	33	1	YES
4K	0x7dcc18cf1	33	1	YES
4K	0x7dcc18cf2	33	1	YES
4K	0x7dcc18cf3	33	1	YES
4K	0x7dcc18cf4	33	1	YES
4K	0x7dcc18cf5	33	1	YES
4K	0x7dcc18cf6	33	1	YES
4K	0x7dcc18cf7	33	1	YES
4K	0x7dcc18cf8	33	1	YES
4K	0x7dcc18cf9	33	1	YES
4K	0x7dcc18cfa	33	1	YES
4K	0x7dcc18cfb	33	1	YES
4K	0x7dcc18cfc	33	1	YES
4K	0x7dcc18cfd	33	1	YES
4K	0x7dcc18cfe	33	1	YES
4K	0x7dcc18cff	33	1	YES
4K	0x7dcc18d00	33	1	YES
4K	0x7dcc18d01	33	1	YES
4K	0x7dcc18d02	33	1	YES
4K	0x7dcc18d03	33	1	YES
4K	0x7dcc18d04	33	1	YES
4K	0x7dcc18d05	33	1	YES
4K	0x7dcc18d06	33	1	YES
4K	0x7dcc18d07	33	1	YES
4K	0x7dcc18d08	33	1	YES
4K	0x7dcc18d09	33	1	YES
4K	0x7dcc18d0a	33	1	YES
4K	0x7dcc18d0b	33	1	YES
4K	0x7dcc18d0c	33	1	YES
4K	0x7dcc18d0d	33	1	YES
4K	0x7dcc18d0e	33	1	YES
4K	0x7dcc18d0f	33	1	YES
4K	0x7dcc18d10	33	1	YES
4K	0x7dcc18d11	33	1	YES
4K	0x7dcc18d12	33	1	YES
4K	0x7dcc18d13	33	1	YES
4K	0x7dcc18d14	33	1	YES
4K	0x7dcc18d15	33	1	YES
4K	0x7dcc18d16	33	1	YES
4K	0x7dcc18d17	33	1	YES
4K	0x7dcc18d18	33	1	YES
4K	0x7dcc18d19	33	1	YES
4K	0x7dcc18d1a	33	1	YES
4K	0x7dcc18d1b	33	1	YES
4K	0x7dcc18d1c	33	1	YES
4K	0x7dcc18d1d	33	1	YES
4K	0x7dcc18d1e	33	1	YES
4K	0x7dcc18d1f	33	1	YES
4K	0x7dcc18d20	33	1	YES
4K	0x7dcc18d21	33	1	YES
4K	0x7dcc18d22	33	1	YES
4K	0x7dcc18d23	33	1	YES
4K	0x7dcc18d24	33	1	YES
4K	0x7dcc18d25	33	1	YES
4K	0x7dcc18d26	33	1	YES
4K	0x7dcc18d27	33	1	YES
4K	0x7dcc18d28	33	1	YES
4K	0x7dcc18d29	33	1	YES
4K	0x7dcc18d2a	33	1	YES
4K	0x7dcc18d2b	33	1	YES
4K	0x7dcc18d2c	33	1	YES
4K	0x7dcc18d2d	33	1	YES
4K	0x7dcc18d2e	33	1	YES
4K	0x7dcc18d2f	33	1	YES
4K	0x7dcc18d30	33	1	YES
4K	0x7dcc18d31	33	1	YES
4K	0x7dcc18d32	33	1	YES
4K	0x7dcc18d33	33	1	YES
4K	0x7dcc18d34	33	1	YES
4K	0x7dcc18d35	33	1	YES
4K	0x7dcc18d36	33	1	YES
4K	0x7dcc18d37	33	1	YES
4K	0x7dcc18d38	33	1	YES
4K	0x7dcc18d39	33	1	YES
4K	0x7dcc18d3a	33	1	YES
4K	0x7dcc18d3b	33	1	YES
4K	0x7dcc18d3c	33	1	YES
4K	0x7dcc18d3d	33	1	YES
4K	0x7dcc18d3e	33	1	YES
4K	0x7dcc18d3f	33	1	YES
4K	0x7dcc18d40	33	1	YES
4K	0x7dcc18d41	33	1	YES
4K	0x7dcc18d42	33	1	YES
4K	0x7dcc18d43	33	1	YES
4K	0x7dcc18d44	33	1	YES
4K	0x7dcc18d45	33	1	YES
4K	0x7dcc18d46	33	1	YES
4K	0x7dcc18d47	33	1	YES
4K	0x7dcc18d48	33	1	YES
4K	0x7dcc18d49	33	1	YES
4K	0x7dcc18d4a	33	1	YES
4K	0x7dcc18d4b	33	1	YES
4K	0x7dcc18d4c	33	1	YES
4K	0x7dcc18d4d	33	1	YES
4K	0x7dcc18d4e	33	1	YES
4K	0x7dcc18d4f	33	1	YES
4K	0x7dcc18d50	33	1	YES
4K	0x7dcc18d51	33	1	YES
4K	0x7dcc18d52	33	1	YES
4K	0x7dcc18d53	33	1	YES
4K	0x7dcc18d54	33	1	YES
4K	0x7dcc18d55	33	1	YES
4K	0x7dcc18d56	33	1	YES
4K	0x7dcc18d57	33	1	YES
4K	0x7dcc18d58	33	1	YES
4K	0x7dcc18d59	33	1	YES
4K	0x7dcc18d5a	33	1	YES
4K	0x7dcc18d5b	33	1	YES
4K	0x7dcc18d5c	33	1	YES
4K	0x7dcc18d5d	33	1	YES
4K	0x7dcc18d5e	33	1	YES
4K	0x7dcc18d5f	33	1	YES
4K	0x7dcc18d60	33	1	YES
4K	0x7dcc18d61	33	1	YES
4K	0x7dcc18d62	33	1	YES
4K	0x7dcc18d63	33	1	YES
4K	0x7dcc18d64	33	1	YES
4K	0x7dcc18d65	33	1	YES
4K	0x7dcc18d66	33	1	YES
4K	0x7dcc18d67	33	1	YES
4K	0x7dcc18d68	33	1	YES
4K	0x7dcc18d69	33	1	YES
4K	0x7dcc18d6a	33	1	YES
4K	0x7dcc18d6b	33	1	YES
4K	0x7dcc18d6c	33	1	YES
4K	0x7dcc18d6d	33	1	YES
4K	0x7dcc18d6e	33	1	YES
4K	0x7dcc18d6f	33	1	YES
4K	0x7dcc18d70	33	1	YES
4K	0x7dcc18d71	33	1	YES
4K	0x7dcc18d72	33	1	YES
4K	0x7dcc18d73	33	1	YES
4K	0x7dcc18d74	33	1	YES
4K	0x7dcc18d75	33	1	YES
4K	0x7dcc18d76	33	1	YES
4K	0x7dcc18d77	33	1	YES
4K	0x7dcc18d78	33	1	YES
4K	0x7dcc18d79	33	1	YES
4K	0x7dcc18d7a	33	1	YES
4K	0x7dcc18d7b	33	1	YES
4K	0x7dcc18d7c	33	1	YES
4K	0x7dcc18d7d	33	1	YES
4K	0x7dcc18d7e	33	1	YES
4K	0x7dcc18d7f	33	1	YES
4K	0x7dcc18d80	33	1	YES
4K	0x7dcc18d81	33	1	YES
4K	0x7dcc18d82	33	1	YES
4K	0x7dcc18d83	33	1	YES
4K	0x7dcc18d84	33	1	YES
4K	0x7dcc18d85	33	1	YES
4K	0x7dcc18d86	33	1	YES
4K	0x7dcc18d87	33	1	YES
4K	0x7dcc18d88	33	1	YES
4K	0x7dcc18d89	33	1	YES
4K	0x7dcc18d8a	33	1	YES
4K	0x7dcc18d8b	33	1	YES
4K	0x7dcc18d8c	33	1	YES
4K	0x7dcc18d8d	33	1	YES
4K	0x7dcc18d8e	33	1	YES
4K	0x7dcc18d8f	33	1	YES
4K	0x7dcc18d90	33	1	YES
4K	0x7dcc18d91	33	1	YES
4K	0x7dcc18d92	33	1	YES
4K	0x7dcc18d93	33	1	YES
4K	0x7dcc18d94	33	1	YES
4K	0x7dcc18d95	33	1	YES
4K	0x7dcc18d96	33	1	YES
4K	0x7dcc18d97	33	1	YES
4K	0x7dcc18d98	33	1	YES
4K	0x7dcc18d99	33	1	YES
4K	0x7dcc18d9a	33	1	YES
4K	0x7dcc18d9b	33	1	YES
4K	0x7dcc18d9c	33	1	YES
4K	0x7dcc18d9d	33	1	YES
4K	0x7dcc18d9e	33	1	YES
4K	0x7dcc18d9f	33	1	YES
4K	0x7dcc18da0	33	1	YES
4K	0x7dcc18da1	33	1	YES
4K	0x7dcc18da2	33	1	YES
4K	0x7dcc18da3	33	1	YES
4K	0x7dcc18da4	33	1	YES
4K	0x7dcc18da5	33	1	YES
4K	0x7dcc18da6	33	1	YES
4K	0x7dcc18da7	33	1	YES
4K	0x7dcc18da8	33	1	YES
4K	0x7dcc18da9	33	1	YES
4K	0x7dcc18daa	33	1	YES
4K	0x7dcc18dab	33	1	YES
4K	0x7dcc18dac	33	1	YES
4K	0x7dcc18dad	33	1	YES
4K	0x7dcc18dae	33	1	YES
4K	0x7dcc18daf	33	1	YES
4K	0x7dcc18db0	33	1	YES
4K	0x7dcc18db1	33	1	YES
4K	0x7dcc18db2	33	1	YES
4K	0x7dcc18db3	33	1	YES
4K	0x7dcc18db4	33	1	YES
4K	0x7dcc18db5	33	1	YES
4K	0x7dcc18db6	33	1	YES
4K	0x7dcc18db7	33	1	YES
4K	0x7dcc18db8	33	1	YES
4K	0x7dcc18db9	33	1	YES
4K	0x7dcc18dba	33	1	YES
4K	0x7dcc18dbb	33	1	YES
4K	0x7dcc18dbc	33	1	YES
4K	0x7dcc18dbd	33	1	YES
4K	0x7dcc18dbe	33	1	YES
4K	0x7dcc18dbf	33	1	YES
4K	0x7dcc18dc0	33	1	YES
4K	0x7dcc18dc1	33	1	YES
4K	0x7dcc18dc2	33	1	YES
4K	0x7dcc18dc3	33	1	YES
4K	0x7dcc18dc4	33	1	YES
4K	0x7dcc18dc5	33	1	YES
4K	0x7dcc18dc6	33	1	YES
4K	0x7dcc18dc7	33	1	YES
4K	0x7dcc18dc8	33	1	YES
4K	0x7dcc18dc9	33	1	YES
4K	0x7dcc18dca	33	1	YES
4K	0x7dcc18dcb	33	1	YES
4K	0x7dcc18dcc	33	1	YES
4K	0x7dcc18dcd	33	1	YES
4K	0x7dcc18dce	33	1	YES
4K	0x7dcc18dcf	33	1	YES
4K	0x7dcc18dd0	33	1	YES
4K	0x7dcc18dd1	33	1	YES
4K	0x7dcc18dd2	33	1	YES
4K	0x7dcc18dd3	33	1	YES
4K	0x7dcc18dd4	33	1	YES
4K	0x7dcc18dd5	33	1	YES
4K	0x7dcc18dd6	33	1	YES
4K	0x7dcc18dd7	33	1	YES
4K	0x7dcc18dd8	33	1	YES
4K	0x7dcc18dd9	33	1	YES
4K	0x7dcc18dda	33	1	YES
4K	0x7dcc18ddb	33	1	YES
4K	0x7dcc18ddc	33	1	YES
4K	0x7dcc18ddd	33	1	YES
4K	0x7dcc18dde	33	1	YES
4K	0x7dcc18ddf	33	1	YES
4K	0x7dcc18de0	33	1	YES
4K	0x7dcc18de1	33	1	YES
4K	0x7dcc18de2	33	1	YES
4K	0x7dcc18de3	33	1	YES
4K	0x7dcc18de4	33	1	YES
4K	0x7dcc18de5	33	1	YES
4K	0x7dcc18de6	33	1	YES
4K	0x7dcc18de7	33	1	YES
4K	0x7dcc18de8	33	1	YES
4K	0x7dcc18de9	33	1	YES
4K	0x7dcc18dea	33	1	YES
4K	0x7dcc18deb	33	1	YES
4K	0x7dcc18dec	33	1	YES
4K	0x7dcc18ded	33	1	YES
4K	0x7dcc18dee	33	1	YES
4K	0x7dcc18def	33	1	YES
4K	0x7dcc18df0	33	1	YES
4K	0x7dcc18df1	33	1	YES
4K	0x7dcc18df2	33	1	YES
4K	0x7dcc18df3	33	1	YES
4K	0x7dcc18df4	33	1	YES
4K	0x7dcc18df5	33	1	YES
4K	0x7dcc18df6	33	1	YES
4K	0x7dcc18df7	33	1	YES
4K	0x7dcc18df8	33	1	YES
4K	0x7dcc18df9	33	1	YES
4K	0x7dcc18dfa	33	1	YES
4K	0x7dcc18dfb	33	1	YES
4K	0x7dcc18dfc	33	1	YES
4K	0x7dcc18dfd	33	1	YES
4K	0x7dcc18dfe	33	1	YES
4K	0x7dcc18dff	33	1	YES
4K	0x7dcc18e00	33	1	YES
4K	0x7dcc18e01	33	1	YES
4K	0x7dcc18e02	33	1	YES
4K	0x7dcc18e03	33	1	YES
4K	0x7dcc18e04	33	1	YES
4K	0x7dcc18e05	33	1	YES
4K	0x7dcc18e06	33	1	YES
4K	0x7dcc18e07	33	1	YES
4K	0x7dcc18e08	33	1	YES
4K	0x7dcc18e09	33	1	YES
4K	0x7dcc18e0a	33	1	YES
4K	0x7dcc18e0b	33	1	YES
4K	0x7dcc18e0c	33	1	YES
4K	0x7dcc18e0d	33	1	YES
4K	0x7dcc18e0e	33	1	YES
4K	0x7dcc18e0f	33	1	YES
4K	0x7dcc18e10	33	1	YES
4K	0x7dcc18e11	33	1	YES
4K	0x7dcc18e12	33	1	YES
4K	0x7dcc18e13	33	1	YES
4K	0x7dcc18e14	33	1	YES
4K	0x7dcc18e15	33	1	YES
4K	0x7dcc18e16	33	1	YES
4K	0x7dcc18e17	33	1	YES
4K	0x7dcc18e18	33	1	YES
4K	0x7dcc18e19	33	1	YES
4K	0x7dcc18e1a	33	1	YES
4K	0x7dcc18e1b	33	1	YES
4K	0x7dcc18e1c	33	1	YES
4K	0x7dcc18e1d	33	1	YES
4K	0x7dcc18e1e	33	1	YES
4K	0x7dcc18e1f	33	1	YES
4K	0x7dcc18e20	33	1	YES
4K	0x7dcc18e21	33	1	YES
4K	0x7dcc18e22	33	1	YES
4K	0x7dcc18e23	33	1	YES
4K	0x7dcc18e24	33	1	YES
4K	0x7dcc18e25	33	1	YES
4K	0x7dcc18e26	33	1	YES
4K	0x7dcc18e27	33	1	YES
4K	0x7dcc18e28	33	1	YES
4K	0x7dcc18e29	33	1	YES
4K	0x7dcc18e2a	33	1	YES
4K	0x7dcc18e2b	33	1	YES
4K	0x7dcc18e2c	33	1	YES
4K	0x7dcc18e2d	33	1	YES
4K	0x7dcc18e2e	33	1	YES
4K	0x7dcc18e2f	33	1	YES
4K	0x7dcc18e30	33	1	YES
4K	0x7dcc18e31	33	1	YES
4K	0x7dcc18e32	33	1	YES
4K	0x7dcc18e33	33	1	YES
4K	0x7dcc18e34	33	1	YES
4K	0x7dcc18e35	33	1	YES
4K	0x7dcc18e36	33	1	YES
4K	0x7dcc18e37	33	1	YES
4K	0x7dcc18e38	33	1	YES
4K	0x7dcc18e39	33	1	YES
4K	0x7dcc18e3a	33	1	YES
4K	0x7dcc18e3b	33	1	YES
4K	0x7dcc18e3c	33	1	YES
4K	0x7dcc18e3d	33	1	YES
4K	0x7dcc18e3e	33	1	YES
4K	0x7dcc18e3f	33	1	YES
4K	0x7dcc18e40	33	1	YES
4K	0x7dcc18e41	33	1	YES
4K	0x7dcc18e42	33	1	YES
4K	0x7dcc18e43	33	1	YES
4K	0x7dcc18e44	33	1	YES
4K	0x7dcc18e45	33	1	YES
4K	0x7dcc18e46	33	1	YES
4K	0x7dcc18e47	33	1	YES
4K	0x7dcc18e48	33	1	YES
4K	0x7dcc18e49	33	1	YES
4K	0x7dcc18e4a	33	1	YES
4K	0x7dcc18e4b	33	1	YES
4K	0x7dcc18e4c	33	1	YES
4K	0x7dcc18e4d	33	1	YES
4K	0x7dcc18e4e	33	1	YES
4K	0x7dcc18e4f	33	1	YES
4K	0x7dcc18e50	33	1	YES
4K	0x7dcc18e51	33	1	YES
4K	0x7dcc18e52	33	1	YES
4K	0x7dcc18e53	33	1	YES
4K	0x7dcc18e54	33	1	YES
4K	0x7dcc18e55	33	1	YES
4K	0x7dcc18e56	33	1	YES
4K	0x7dcc18e57	33	1	YES
4K	0x7dcc18e58	33	1	YES
4K	0x7dcc18e59	33	1	YES
4K	0x7dcc18e5a	33	1	YES
4K	0x7dcc18e5b	33	1	YES
4K	0x7dcc18e5c	33	1	YES
4K	0x7dcc18e5d	33	1	YES
4K	0x7dcc18e5e	33	1	YES
4K	0x7dcc18e5f	33	1	YES
4K	0x7dcc18e60	33	1	YES
4K	0x7dcc18e61	33	1	YES
4K	0x7dcc18e62	33	1	YES
4K	0x7dcc18e63	33	1	YES
4K	0x7dcc18e64	33	1	YES
4K	0x7dcc18e65	33	1	YES
4K	0x7dcc18e66	33	1	YES
4K	0x7dcc18e67	33	1	YES
4K	0x7dcc18e68	33	1	YES
4K	0x7dcc18e69	33	1	YES
4K	0x7dcc18e6a	33	1	YES
4K	0x7dcc18e6b	33	1	YES
4K	0x7dcc18e6c	33	1	YES
4K	0x7dcc18e6d	33	1	YES
4K	0x7dcc18e6e	33	1	YES
4K	0x7dcc18e6f	33	1	YES
4K	0x7dcc18e70	33	1	YES
4K	0x7dcc18e71	33	1	YES
4K	0x7dcc18e72	33	1	YES
4K	0x7dcc18e73	33	1	YES
4K	0x7dcc18e74	33	1	YES
4K	0x7dcc18e75	33	1	YES
4K	0x7dcc18e76	33	1	YES
4K	0x7dcc18e77	33	1	YES
4K	0x7dcc18e78	33	1	YES
4K	0x7dcc18e79	33	1	YES
4K	0x7dcc18e7a	33	1	YES
4K	0x7dcc18e7b	33	1	YES
4K	0x7dcc18e7c	33	1	YES
4K	0x7dcc18e7d	33	1	YES
4K	0x7dcc18e7e	33	1	YES
4K	0x7dcc18e7f	33	1	YES
4K	0x7dcc18e80	33	1	YES
4K	0x7dcc18e81	33	1	YES
4K	0x7dcc18e82	33	1	YES
4K	0x7dcc18e83	33	1	YES
4K	0x7dcc18e84	33	1	YES
4K	0x7dcc18e85	33	1	YES
4K	0x7dcc18e86	33	1	YES
4K	0x7dcc18e87	33	1	YES
4K	0x7dcc18e88	33	1	YES
4K	0x7dcc18e89	33	1	YES
4K	0x7dcc18e8a	33	1	YES
4K	0x7dcc18e8b	33	1	YES
4K	0x7dcc18e8c	33	1	YES
4K	0x7dcc18e8d	33	1	YES
4K	0x7dcc18e8e	33	1	YES
4K	0x7dcc18e8f	33	1	YES
4K	0x7dcc18e90	33	1	YES
4K	0x7dcc18e91	33	1	YES
4K	0x7dcc18e92	33	1	YES
4K	0x7dcc18e93	33	1	YES
4K	0x7dcc18e94	33	1	YES
4K	0x7dcc18e95	33	1	YES
4K	0x7dcc18e96	33	1	YES
4K	0x7dcc18e97	33	1	YES
4K	0x7dcc18e98	33	1	YES
4K	0x7dcc18e99	33	1	YES
4K	0x7dcc18e9a	33	1	YES
4K	0x7dcc18e9b	33	1	YES
4K	0x7dcc18e9c	33	1	YES
4K	0x7dcc18e9d	33	1	YES
4K	0x7dcc18e9e	33	1	YES
4K	0x7dcc18e9f	33	1	YES
4K	0x7dcc18ea0	33	1	YES
4K	0x7dcc18ea1	33	1	YES
4K	0x7dcc18ea2	33	1	YES
4K	0x7dcc18ea3	33	1	YES
4K	0x7dcc18ea4	33	1	YES
4K	0x7dcc18ea5	33	1	YES
4K	0x7dcc18ea6	33	1	YES
