roi	profile	scope	metric	value	provenance
decode1	ideal	MAX_MF_LATENCY	14	3811      3756      3963      3710      3820      3786      3880      4005      3903      3671      3947      3802      3830      3815      3799      3927	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	15	3926      4090      3899      4017      4301      4404      3927      3784      3997      3979      4101      4052      3979      4059      3988      4015	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	2	3982      3805      4323      3973      3874      4191      4127      4145      4122      3770      4257      3837      4089      4114      4423      3742	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	3	4136      3940      4051      4091      4187      4057      3887      3933      4264      3753      4340      4165      4132      3879      3984      4001	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	4	4133      4107      3965      4087      4118      4158      3905      4050      4023      4053      4049      4128      4357      4161      4186      4106	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	5	3864      3794      3859      3714      4094      3701      3922      4030      3902      3676      3683      3708      3831      4100      4081      3579	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	6	3946      3665      4043      4219      4558      3681      3798      3724      3885      3621      4076      3464      3934      4142      3910      3501	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	7	4069      4138      4318      4242      4181      4145      4365      4334      4354      4059      4104      4249      4347      4316      4479      4047	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	8	3909      3914      3890      3871      3894      3756      3740      3494      3819      3685      3834      3897      3808      3658      3661      3799	existing_gpgpu_sim_stat
decode1	ideal	MAX_MF_LATENCY	9	4414      4270      4110      3839      4199      4588      4090      4027      4315      3891      4441      4170      4286      4207      4216      4180	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	0	7809      7982      7405      7992      6510     10024      6726      8062      6496      6492      6337      7416      6147      7531      7984      7601	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	1	7528      7590      7436      8265      6728      8201      6706      8190      6623      6836      6652      7626      6453      7632      7075      9698	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	10	8266      7503      7480      7960      6761     13009      6677      8059      7496      7742      6881      7551      6373      7739      8020      8091	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	11	7625      7378      6817      8128      6427      8160      7912      8065      6833      7082      6235      7771      6463      7744      8423      7674	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	12	7748      7551      7943      8163      6575     12014      7404      8084      7487      7483      6225      7680      6999      7705      6320      7688	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	13	7397      7367      7351      7759      6397      7763      6695      7815      7274      6756      7022      7371      6382      7423      6437      8076	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	14	7727      7468      6789      8097      7008     11019      6413      8316      6503      7488      6219      7567      7028      7544      6181      7665	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	15	7016      6754      6700      7738      6246      7739      7902      7849      6802      6837      6483      7353      6326      7533      6436      8134	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	2	7467      7486      7752      7940      7390      9029      7494      8286      6497      6493      6337      7389      6164      7590      6385      7630	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	3	6777      6795      7085      8174      6726      8135      7662      8125      6639      6866      6150      7625      6436      7677      6910      8051	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	4	7563      7555      8000      8239      6528      8034      6755      8063      7918      6494      6217      7592      6518      8077      7441      8033	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	5	7440      7923      7438      7887      6483      7923      6399      7937      6716      6722      7029      7330      6308      7366      6792      7543	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	6	7666      7463      6402      7950      6527      7039      8094      8340      6499      6495      7268      7548      6459      7596      7469      8065	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	7	6991      6815      6474      8101      6622      8146      7427      8166      6495      6491      7935      7911      6294      7624      6280      7705	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	8	7816      7550      7501      7912      6696      6302      7359      8114      7426      7729      6247      7518      6195      7581      6597      8135	existing_gpgpu_sim_stat
decode1	ideal	MAX_SERVICE_SAME_ROW	9	7414      7405      7611      8155      6211      8200      6416      8101      7319      7366      6203      7743      6447      7676      6099      7685	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	0	124808    124632    124640    124456    125240    125081    125832    125784    124484    124372    124408    124352    125036    124956    125354    125328	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	1	124808    124632    124644    124464    125238    125076    125876    125836    124452    124364    124428    124336    125000    124944    125332    125252	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	10	124748    124632    124640    124456    125188    125029    125780    125696    124476    124372    124408    124352    125020    124940    125644    125620	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	11	124868    124632    124644    124464    125190    125032    125748    125700    124444    124372    124428    124344    124988    124948    125616    125508	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	12	124808    124632    124640    124456    125144    124985    125588    125512    124452    124380    124436    124344    125052    125020    125628    125584	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	13	124808    124632    124644    124464    125206    124988    125642    125600    124476    124380    124404    124336    125084    125004    125560    125496	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	14	124808    124632    124640    124456    125144    124985    125616    125544    124460    124380    124440    124344    125000    124932    125564    125520	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	15	124808    124632    124644    124464    125143    124980    125656    125592    124484    124380    124404    124328    125028    124948    125472    125408	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	2	124808    124632    124640    124456    125240    125081    125832    125776    124492    124380    124408    124352    125056    124984    125354    125328	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	3	124808    124572    124644    124464    125244    125080    125824    125812    124452    124372    124436    124344    125032    124976    125332    125252	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	4	124812    124636    124640    124456    125296    125137    125748    125684    124452    124380    124440    124352    124976    124924    125508    125488	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	5	124812    124696    124644    124464    125292    125128    125834    125832    124492    124380    124404    124336    125024    124944    125448    125368	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	6	124812    124636    124640    124456    125296    125137    125756    125696    124460    124380    124440    124344    124964    124916    125434    125408	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	7	124872    124636    124644    124464    125352    125128    125840    125824    124476    124372    124404    124336    125028    124948    125348    125268	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	8	124808    124632    124640    124456    125200    125041    125604    125520    124484    124372    124420    124352    124960    124888    125484    125464	existing_gpgpu_sim_stat
decode1	ideal	READ_ACCESSES	9	124748    124632    124644    124464    125199    125036    125596    125544    124460    124372    124436    124344    124932    124880    125436    125372	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	0	6.397261  6.454135  6.460732  6.491983  6.385165  6.400364  6.474448  6.510446  6.498393  6.542448  6.510342  6.514203  6.444739  6.471673  6.430307  6.449606	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	1	6.420056  6.454466  6.477918  6.510243  6.415908  6.445491  6.450646  6.498365  6.577900  6.591967  6.449707  6.478654  6.450643  6.469299  6.438593  6.442375	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	10	6.458039  6.458714  6.448361  6.480146  6.390993  6.415978  6.504835  6.547094  6.508256  6.519104  6.481217  6.496809  6.403831  6.438599  6.432634  6.451252	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	11	6.411302  6.459045  6.418927  6.457553  6.416810  6.451552  6.509320  6.548781  6.521155  6.551161  6.420459  6.452531  6.490625  6.518708  6.445018  6.468420	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	12	6.415598  6.452934  6.453276  6.500233  6.420239  6.448125  6.478135  6.491813  6.546571  6.567855  6.502180  6.501116  6.464468  6.485276  6.438692  6.445919	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	13	6.463277  6.486839  6.443886  6.468151  6.405700  6.435285  6.477458  6.500179  6.467417  6.480855  6.471299  6.501376  6.420051  6.442530  6.401046  6.430167	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	14	6.419518  6.429870  6.427257  6.467790  6.399586  6.437401  6.493352  6.514655  6.521542  6.530632  6.476171  6.485960  6.467472  6.490569  6.466091  6.492933	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	15	6.401919  6.438088  6.452870  6.485918  6.445942  6.461927  6.476394  6.504636  6.477960  6.516362  6.494452  6.516529  6.412126  6.451272  6.444219  6.476084	existing_gpgpu_sim_stat
decode1	ideal	ROW_ACCESSES_PER_ACTIVATE	2	6.436007  6.473938  6.463212  6.511672  6.406294  6.437611  6.482874  6.521286  6.522140  6.531265  6.456987  6.463428  6.462714  6.484222  6.433968  6.455206	existing_gpgpu_sim_stat
