scenario	phase	decode_step	global_launch_index	exact_function	grid	block	occurrence	occurrences_at_selector	model_authority	input_authority	driver_sha256	classification	traceg_audit	producer_compatibility
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3632,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3625,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3628,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3626,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3623,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3621,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3619,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3618,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3614,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3612,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3609,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3616,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3611,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3607,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3605,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3602,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3604,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3600,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3598,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3593,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3591,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3597,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3588,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3595,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3590,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
S2_BASELINE	DECODE	UNKNOWN	UNKNOWN	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3586,1,1	128,1,1	UNKNOWN	UNKNOWN	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	ACCEPTED_S2_TEXT_T2048_SHA256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	HISTORICAL_S2_DRIVER_IDENTITY_NOT_RECOVERED_IN_COMPACT_CATALOG	SELECTOR_IDENTITY_BLOCKED	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_REQUIRES_EXACT_GLOBAL_INDEX_OR_PHASE_SHAPE_SELECTOR_BINDING
