roi	comparison	ranking_mode	rank	compute_index	trace_filename	semantic_kernel_name	operator_class	layer_id	evidence_kind	baseline_cycle	candidate_cycle	cycle_delta	baseline_cycle_share	l1_tlb_miss_delta	l2_tlb_miss_delta	translation_walk_delta	pte_request_delta	pte_dram_response_delta	requester_translation_latency_delta	segment_hit_delta	segment_l2_suppressed_delta	subentry_hit_delta	subentry_miss_delta	l1d_cache_tx_delta	l2_cache_tx_delta	l1d_reservation_fail_delta	l2_reservation_fail_delta	kernel_cache_outcome_delta
prefill	F1_vs_F2	IMPROVEMENT	31	319	kernel-1068-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18567	17577	-990	0.00029330416309929376	-5	-77	-4	-4	-2	-17527	0	0	UNATTRIBUTED	UNATTRIBUTED	0	1456	0	1460	m4c_telemetry:DATA_UNKNOWN:HIT=-29;m4c_telemetry:DATA_UNKNOWN:MISS=29;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-18;m4c_telemetry_l2:DATA_UNKNOWN:MISS=18;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=1460;m4c_telemetry_l2:PTE_L3:HIT=-1;m4c_telemetry_l2:PTE_L3:MISS=-3
prefill	F1_vs_F2	IMPROVEMENT	32	77	kernel-814-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	39607	38628	-979	0.0006256744755681439	-2	-120	-18	-18	-5	-36535	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-73	0	-55	m4c_telemetry_l2:DATA_KV_CACHE:HIT=36;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-36;m4c_telemetry_l2:DATA_KV_CACHE:RESERVATION_FAIL=-21;m4c_telemetry_l2:DATA_UNKNOWN:HIT=324;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-324;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-34;m4c_telemetry_l2:PTE_L3:HIT=-9;m4c_telemetry_l2:PTE_L3:MISS=-9
prefill	F1_vs_F2	IMPROVEMENT	33	203	kernel-946-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	40034	39091	-943	0.0006324198236396363	5	-90	-17	-17	-5	-30592	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-18	0	-1	m4c_telemetry_l2:DATA_KV_CACHE:HIT=70;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-70;m4c_telemetry_l2:DATA_KV_CACHE:RESERVATION_FAIL=-8;m4c_telemetry_l2:DATA_UNKNOWN:HIT=402;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-402;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=7;m4c_telemetry_l2:PTE_L3:HIT=-9;m4c_telemetry_l2:PTE_L3:MISS=-8
prefill	F1_vs_F2	IMPROVEMENT	34	151	kernel-892-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18174	17242	-932	0.0002870959153426275	3	-35	-1	-1	-1	-7357	0	0	UNATTRIBUTED	UNATTRIBUTED	0	263	0	264	m4c_telemetry:DATA_UNKNOWN:HIT=14;m4c_telemetry:DATA_UNKNOWN:MISS=-14;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-17;m4c_telemetry_l2:DATA_UNKNOWN:MISS=17;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=264;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F1_vs_F2	IMPROVEMENT	35	635	kernel-1399-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	14	DIRECT_PARAMETER_RANGE	429142	428213	-929	0.006779185391326392	-64	-9	0	0	0	-13203	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-23994	0	-23994	m4c_telemetry_l2:DATA_UNKNOWN:HIT=14309;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-13768;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-23914;m4c_telemetry_l2:DATA_WEIGHT:HIT=5249;m4c_telemetry_l2:DATA_WEIGHT:MISS=-5790;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-80;m4c_telemetry_l2:PTE_L3:HIT=-2;m4c_telemetry_l2:PTE_L3:MISS=2
prefill	F1_vs_F2	IMPROVEMENT	36	67	kernel-804-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	17732	16813	-919	0.00028011361124988834	-11	-88	-4	-4	-2	-19109	0	0	UNATTRIBUTED	UNATTRIBUTED	0	1884	0	1888	m4c_telemetry:DATA_UNKNOWN:HIT=-278;m4c_telemetry:DATA_UNKNOWN:MISS=278;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-48;m4c_telemetry_l2:DATA_UNKNOWN:MISS=48;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=1888;m4c_telemetry_l2:PTE_L3:HIT=-1;m4c_telemetry_l2:PTE_L3:MISS=-3
prefill	F1_vs_F2	IMPROVEMENT	37	581	kernel-1342-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	39901	38989	-912	0.0006303188135845813	7	-115	-12	-12	-4	-40481	0	0	UNATTRIBUTED	UNATTRIBUTED	0	205	0	217	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-156;m4c_telemetry_l2:DATA_UNKNOWN:MISS=156;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=217;m4c_telemetry_l2:PTE_L3:HIT=-6;m4c_telemetry_l2:PTE_L3:MISS=-6
prefill	F1_vs_F2	IMPROVEMENT	38	242	kernel-987-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18111	17243	-868	0.0002861007000533909	0	0	0	0	0	42	0	0	UNATTRIBUTED	UNATTRIBUTED	0	160	0	0	m4c_telemetry:DATA_KV_CACHE:HIT=-12;m4c_telemetry:DATA_KV_CACHE:MISS=12;m4c_telemetry:DATA_UNKNOWN:HIT=-12;m4c_telemetry:DATA_UNKNOWN:MISS=12;m4c_telemetry_l2:DATA_KV_CACHE:HIT=80;m4c_telemetry_l2:DATA_UNKNOWN:HIT=64;m4c_telemetry_l2:DATA_UNKNOWN:MISS=16
prefill	F1_vs_F2	IMPROVEMENT	39	530	kernel-1289-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIN3c108BFloat16EEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	19090	18230	-860	0.00030156602970676566	11	0	0	0	0	852	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_KV_CACHE:HIT=58;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-58;m4c_telemetry_l2:DATA_UNKNOWN:HIT=114;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-114
prefill	F1_vs_F2	IMPROVEMENT	40	257	kernel-1003-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	5	DIRECT_PARAMETER_RANGE	429365	428550	-815	0.006782708137508928	-5	-12	0	0	0	-56	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-427	0	-427	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-11743;m4c_telemetry_l2:DATA_UNKNOWN:MISS=11589;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-1282;m4c_telemetry_l2:DATA_WEIGHT:HIT=-6627;m4c_telemetry_l2:DATA_WEIGHT:MISS=6781;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=855;m4c_telemetry_l2:PTE_L3:HIT=2;m4c_telemetry_l2:PTE_L3:MISS=-2
prefill	F1_vs_F2	IMPROVEMENT	41	639	kernel-1403-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	14	DIRECT_PARAMETER_RANGE	427427	426633	-794	0.006752093419563841	-36	-25	0	0	0	-5264	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-74743	0	-74743	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-8801;m4c_telemetry_l2:DATA_UNKNOWN:MISS=8834;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-74403;m4c_telemetry_l2:DATA_WEIGHT:HIT=2367;m4c_telemetry_l2:DATA_WEIGHT:MISS=-2400;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-340;m4c_telemetry_l2:PTE_L3:HIT=-2;m4c_telemetry_l2:PTE_L3:MISS=2
prefill	F1_vs_F2	IMPROVEMENT	42	245	kernel-990-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	39575	38785	-790	0.0006251689693894841	-10	-106	-18	-18	-5	-36421	0	0	UNATTRIBUTED	UNATTRIBUTED	0	208	0	226	m4c_telemetry_l2:DATA_KV_CACHE:HIT=49;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-49;m4c_telemetry_l2:DATA_KV_CACHE:RESERVATION_FAIL=75;m4c_telemetry_l2:DATA_UNKNOWN:HIT=143;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-143;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=151;m4c_telemetry_l2:PTE_L3:HIT=-8;m4c_telemetry_l2:PTE_L3:MISS=-10
prefill	F1_vs_F2	IMPROVEMENT	43	485	kernel-1242-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_15neg_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE7_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	9876	9098	-778	0.00015601184438889564	2	-90	-3	-3	-2	-26551	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-3	0	0	m4c_telemetry_l2:PTE_L3:HIT=-1;m4c_telemetry_l2:PTE_L3:MISS=-2
prefill	F1_vs_F2	IMPROVEMENT	44	665	kernel-1430-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	39557	38779	-778	0.0006248846221639879	9	-113	-15	-15	-5	-40595	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-224	0	-209	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-28;m4c_telemetry_l2:DATA_UNKNOWN:MISS=28;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-209;m4c_telemetry_l2:PTE_L3:HIT=-7;m4c_telemetry_l2:PTE_L3:MISS=-8
prefill	F1_vs_F2	IMPROVEMENT	45	369	kernel-1120-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18253	17479	-774	0.00028834388372119403	6	0	0	0	0	503	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-96	0	0	m4c_telemetry:DATA_KV_CACHE:HIT=7;m4c_telemetry:DATA_KV_CACHE:MISS=-7;m4c_telemetry:DATA_UNKNOWN:HIT=8;m4c_telemetry:DATA_UNKNOWN:MISS=-8;m4c_telemetry_l2:DATA_KV_CACHE:HIT=-113;m4c_telemetry_l2:DATA_KV_CACHE:MISS=65;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-103;m4c_telemetry_l2:DATA_UNKNOWN:MISS=55
prefill	F1_vs_F2	IMPROVEMENT	46	529	kernel-1288-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	17890	17128	-762	0.00028260954800702134	9	-60	-4	-4	-1	-8133	0	0	UNATTRIBUTED	UNATTRIBUTED	0	84	0	88	m4c_telemetry:DATA_UNKNOWN:HIT=163;m4c_telemetry:DATA_UNKNOWN:MISS=-163;m4c_telemetry_l2:DATA_UNKNOWN:HIT=49;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-49;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=88;m4c_telemetry_l2:PTE_L3:HIT=-2;m4c_telemetry_l2:PTE_L3:MISS=-2
prefill	F1_vs_F2	IMPROVEMENT	47	355	kernel-1106-ctx_0x55f2413c4de0.traceg.xz	_ZN7cutlass7Kernel2I67cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_tn_align8EEvNT_6ParamsE	ATTENTION_PROJECTION	8	DIRECT_PARAMETER_RANGE	134915	134167	-748	0.0021312614404341693	-22	-19	-9	-9	-4	-4237	0	0	UNATTRIBUTED	UNATTRIBUTED	0	45638	0	45647	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-599;m4c_telemetry_l2:DATA_UNKNOWN:MISS=382;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=36951;m4c_telemetry_l2:DATA_WEIGHT:HIT=-2513;m4c_telemetry_l2:DATA_WEIGHT:MISS=2730;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=8696;m4c_telemetry_l2:PTE_L3:HIT=4;m4c_telemetry_l2:PTE_L3:MISS=-13
prefill	F1_vs_F2	IMPROVEMENT	48	624	kernel-1387-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	17190	16448	-742	0.0002715516003488372	2	-136	-8	-8	-2	-19062	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-8	0	0	m4c_telemetry_l2:PTE_L3:HIT=-4;m4c_telemetry_l2:PTE_L3:MISS=-4
prefill	F1_vs_F2	IMPROVEMENT	49	74	kernel-811-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18751	18020	-731	0.00029621082362658787	6	0	0	0	0	598	0	0	UNATTRIBUTED	UNATTRIBUTED	0	128	0	0	m4c_telemetry:DATA_KV_CACHE:HIT=-41;m4c_telemetry:DATA_KV_CACHE:MISS=41;m4c_telemetry:DATA_UNKNOWN:HIT=-41;m4c_telemetry:DATA_UNKNOWN:MISS=41;m4c_telemetry_l2:DATA_KV_CACHE:HIT=64;m4c_telemetry_l2:DATA_UNKNOWN:HIT=208;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-144
prefill	F1_vs_F2	IMPROVEMENT	50	320	kernel-1069-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIN3c108BFloat16EEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18871	18152	-719	0.00029810647179656234	8	0	0	0	0	621	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_KV_CACHE:HIT=-20;m4c_telemetry_l2:DATA_KV_CACHE:MISS=20;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-20;m4c_telemetry_l2:DATA_UNKNOWN:MISS=20
prefill	F1_vs_F2	IMPROVEMENT	51	597	kernel-1359-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	13	DIRECT_PARAMETER_RANGE	428155	427442	-713	0.0067635936851283525	49	-28	0	0	0	4182	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-105412	0	-105412	m4c_telemetry_l2:DATA_UNKNOWN:HIT=80311;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-80321;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-104126;m4c_telemetry_l2:DATA_WEIGHT:HIT=2761;m4c_telemetry_l2:DATA_WEIGHT:MISS=-2751;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-1286;m4c_telemetry_l2:PTE_L3:HIT=-7;m4c_telemetry_l2:PTE_L3:MISS=7
prefill	F1_vs_F2	IMPROVEMENT	52	526	kernel-1285-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	19235	18523	-712	0.0003038566045788181	2	-63	-3	-3	-2	-18299	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-19	0	0	m4c_telemetry:DATA_UNKNOWN:HIT=-58;m4c_telemetry:DATA_UNKNOWN:MISS=58;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-47;m4c_telemetry_l2:DATA_UNKNOWN:MISS=31;m4c_telemetry_l2:PTE_L3:MISS=-3
prefill	F1_vs_F2	IMPROVEMENT	53	329	kernel-1078-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	39089	38381	-708	0.0006174915943010876	2	-122	-18	-18	-5	-39005	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-61	0	-43	m4c_telemetry_l2:DATA_KV_CACHE:HIT=18;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-18;m4c_telemetry_l2:DATA_UNKNOWN:HIT=190;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-190;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-43;m4c_telemetry_l2:PTE_L3:HIT=-8;m4c_telemetry_l2:PTE_L3:MISS=-10
prefill	F1_vs_F2	IMPROVEMENT	54	189	kernel-932-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn	ATTENTION_PROJECTION	4	DIRECT_PARAMETER_RANGE	70350	69649	-701	0.00111132373964751	8	-8	-2	-2	-1	-5743	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-53685	0	-53683	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-363;m4c_telemetry_l2:DATA_UNKNOWN:MISS=363;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-10920;m4c_telemetry_l2:DATA_WEIGHT:HIT=1817;m4c_telemetry_l2:DATA_WEIGHT:MISS=-1817;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-42763;m4c_telemetry_l2:PTE_L3:MISS=-2
prefill	F1_vs_F2	IMPROVEMENT	55	190	kernel-933-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	19486	18785	-701	0.0003078216686676813	5	-99	-7	-7	-2	-20588	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-11	0	0	m4c_telemetry:DATA_UNKNOWN:HIT=1;m4c_telemetry:DATA_UNKNOWN:MISS=-1;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-36;m4c_telemetry_l2:DATA_UNKNOWN:MISS=32;m4c_telemetry_l2:PTE_L3:HIT=-3;m4c_telemetry_l2:PTE_L3:MISS=-4
prefill	F1_vs_F2	IMPROVEMENT	56	107	kernel-846-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_15neg_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE7_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	9757	9058	-699	0.00015413199328700433	1	-70	-4	-4	-1	-22459	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-4	0	0	m4c_telemetry_l2:PTE_L3:HIT=-3;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F1_vs_F2	IMPROVEMENT	57	467	kernel-1223-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	10	DIRECT_PARAMETER_RANGE	428455	427763	-692	0.006768332805553288	47	9	0	0	0	-1116	0	0	UNATTRIBUTED	UNATTRIBUTED	0	49120	0	49120	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-963;m4c_telemetry_l2:DATA_UNKNOWN:MISS=1303;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=48561;m4c_telemetry_l2:DATA_WEIGHT:HIT=5067;m4c_telemetry_l2:DATA_WEIGHT:MISS=-5407;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=559;m4c_telemetry_l2:PTE_L3:HIT=-1;m4c_telemetry_l2:PTE_L3:MISS=1
prefill	F1_vs_F2	IMPROVEMENT	58	149	kernel-890-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_15neg_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE7_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	9783	9094	-689	0.00015454271705716546	3	-98	-4	-4	-2	-26510	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-4	0	0	m4c_telemetry_l2:PTE_L3:HIT=-1;m4c_telemetry_l2:PTE_L3:MISS=-3
prefill	F1_vs_F2	IMPROVEMENT	59	457	kernel-1212-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	ATTENTION_PROJECTION	10	DIRECT_PARAMETER_RANGE	141897	141208	-689	0.0022415565697905147	1	0	0	0	0	91	0	0	UNATTRIBUTED	UNATTRIBUTED	0	45846	0	45846	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-6718;m4c_telemetry_l2:DATA_UNKNOWN:MISS=6913;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=45424;m4c_telemetry_l2:DATA_WEIGHT:HIT=-1448;m4c_telemetry_l2:DATA_WEIGHT:MISS=1253;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=422
prefill	F1_vs_F2	IMPROVEMENT	60	527	kernel-1286-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_15neg_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE7_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	9840	9152	-688	0.0001554431499379033	-1	-70	-4	-4	-1	-21980	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-4	0	0	m4c_telemetry_l2:PTE_L3:HIT=-3;m4c_telemetry_l2:PTE_L3:MISS=-1
